GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Partage API du serveur du module Gestion des utilisateurs,ci.gouv.dgbf.system.user.server.api.shared,FilterHasUsersGroupIdentifier,0,10,0,0,0,4,0,2,0,2
Partage API du serveur du module Gestion des utilisateurs,ci.gouv.dgbf.system.user.server.api.shared,UserIdentifierFilter,3,20,0,0,0,4,1,4,1,4
Partage API du serveur du module Gestion des utilisateurs,ci.gouv.dgbf.system.user.server.api.shared,FilterHasUserIdentifier,0,10,0,0,0,4,0,2,0,2
Partage API du serveur du module Gestion des utilisateurs,ci.gouv.dgbf.system.user.server.api.shared,UsersGroupIdentifierFilter,3,20,0,0,0,4,1,4,1,4
