GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Partage de API du serveur du module de gestion des employes,ci.gouv.dgbf.system.employee.server.api.shared,EmployeeIdentifierFilter,3,20,0,0,0,3,1,4,1,4
Partage de API du serveur du module de gestion des employes,ci.gouv.dgbf.system.employee.server.api.shared,EmployeePayrollComponentIdentifierFilter,3,20,0,0,0,3,1,4,1,4
Partage de API du serveur du module de gestion des employes,ci.gouv.dgbf.system.employee.server.api.shared,FilterHasEmployeeIdentifier,0,10,0,0,0,4,0,2,0,2
Partage de API du serveur du module de gestion des employes,ci.gouv.dgbf.system.employee.server.api.shared,FilterHasEmployeePayrollComponentIdentifier,0,10,0,0,0,4,0,2,0,2
