GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Partage API du serveur du module de structures de données,ci.gouv.dgbf.system.datastructures.server.api.shared,FilterHasPeriodIntervalIdentifier,0,10,0,0,0,4,0,2,0,2
Partage API du serveur du module de structures de données,ci.gouv.dgbf.system.datastructures.server.api.shared,IntervalIdentifierFilter,3,20,0,0,0,4,1,4,1,4
Partage API du serveur du module de structures de données,ci.gouv.dgbf.system.datastructures.server.api.shared,FilterHasIntervalIdentifier,0,10,0,0,0,4,0,2,0,2
Partage API du serveur du module de structures de données,ci.gouv.dgbf.system.datastructures.server.api.shared,PeriodIntervalIdentifierFilter,3,20,0,0,0,4,1,4,1,4
